status,message,direction,mode,real_stock_id,warehouse_id,warehouse_code,item_id,item_code,item_name,real_current,real_reserved,real_available,pickable_available,delta,applied_qty,lot_ids,location_id,location_code,location_source
created,,increase,create,35779,91,91,920000,920000,部システム９２０（お肉）,17536,0,17536,0,17536,17536,55908,11,ZZ-1,item_default_location
updated,,decrease,decrease,50457,91,91,184067,184067,　キリン　のどごし＜生＞　３５０ｍｌ,6782,50,6732,15934,-9202,9202,50014,,,
updated,,decrease,decrease,37402,91,91,143024,143024,◎アサヒ　スーパードライ３５０ｍｌ,32302,184,32118,40662,-8544,8544,37155,,,
updated,,decrease,decrease,37407,91,91,143059,143059,◎キリン　一番搾り３５０ｍｌ,6738,50,6688,14173,-7485,7485,37160,,,
updated,,decrease,decrease,35632,91,91,142543,142543,　サントリー　生ビール３５０ｍｌ,-1008,0,0,7008,-7008,7008,35452|51271,,,
updated,,decrease,decrease,38970,91,91,147017,147017,　キリン　本麒麟３５０ｍｌ,11310,0,11310,17208,-5898,5898,38705,,,
updated,,decrease,decrease,37411,91,91,143074,143074,◎サッポロ　黒ラベル　３５０ｍｌ,2130,26,2104,7371,-5267,5267,37164,,,
updated,,decrease,decrease,50465,91,91,184144,184144,　サントリー　金麦３５０ｍｌ,11583,24,11559,16344,-4785,4785,50022,,,
updated,,decrease,decrease,21736,91,91,184409,184409,　キリン　氷結ＺＥＲＯ　レモン　３５０ｍｌ,2953,1,2952,7464,-4512,4512,21712,,,
updated,,decrease,decrease,35633,91,91,142627,142627,　キリン　晴れ風３５０ｍｌ,408,24,384,4632,-4248,4248,35453,,,
updated,,decrease,decrease,40584,91,91,147213,147213,　キリン　のどごし　ＺＥＲＯ３５０ｍｌ,1872,0,1872,5808,-3936,3936,40294,,,
updated,,decrease,decrease,50458,91,91,184068,184068,　キリン　のどごし＜生＞　５００ｍｌ,480,0,480,4344,-3864,3864,50015|52347,,,
updated,,decrease,decrease,40580,91,91,147084,147084,　サントリー　金麦　糖質ｏｆｆ３５０ｍｌ,5564,0,5564,9384,-3820,3820,40290,,,
updated,,decrease,decrease,38958,91,91,145017,145017,　キリン　淡麗プラチナダブル３５０ｍｌ,16872,0,16872,20328,-3456,3456,38695,,,
updated,,decrease,decrease,40581,91,91,147124,147124,　サッポロ　麦とホップ３５０ｍｌ,118,0,118,2976,-2858,2858,40291,,,
updated,,decrease,decrease,21786,91,91,185021,185021,　アサヒ　Ｏｆｆ（オフ）３５０ｍｌ缶,3552,0,3552,6408,-2856,2856,21760,,,
updated,,decrease,decrease,38968,91,91,147003,147003,　キリン　麒麟淡麗グリーンラベル３５０ｍｌ,14760,0,14760,17424,-2664,2664,38703,,,
updated,,decrease,decrease,27563,91,91,210923,210923,　但馬の天然水５５０ｍｌ,32354,1324,31030,33510,-2480,2480,27429,,,
updated,,decrease,decrease,37394,91,91,143005,143005,◎キリンラガー３５０ｍｌ,3748,1,3747,6185,-2438,2438,37147,,,
updated,,decrease,decrease,40579,91,91,147081,147081,　キリン　本麒麟５００ｍｌ,-504,0,0,2184,-2184,2184,40289,,,
updated,,decrease,decrease,50478,91,91,184256,184256,　タカラ　焼酎ハイボール　ドライ３５０ｍｌ,1848,0,1848,3867,-2019,2019,50035,,,
updated,,decrease,decrease,21784,91,91,185012,185012,　アサヒ　クリアアサヒ　３５０ｍｌ,5940,50,5890,7894,-2004,2004,21758,,,
created,,increase,create,21799,91,91,400000,400000,"部システム ４００   分類打",1996,0,1996,0,1996,1996,55909,327,Z-0-0,z00_fallback
updated,,decrease,decrease,37403,91,91,143025,143025,◎アサヒ　スーパードライ５００ｍｌ,3012,72,2940,4932,-1992,1992,37156,,,
updated,,decrease,decrease,33625,91,91,141020,141020,◎アサヒ　スーパードライ　中瓶５００ｍｌ,8333,382,7951,9931,-1980,1980,33457,,,
updated,,decrease,decrease,29627,91,91,211351,211351,　ＩＢ　強炭酸水１Ｌ,2039,0,2039,3970,-1931,1931,29475,,,
updated,,decrease,decrease,50475,91,91,184233,184233,　タカラ　焼酎ハイボール　レモン３５０ｍｌ,964,0,964,2890,-1926,1926,50032,,,
updated,,decrease,decrease,23725,91,91,185524,185524,　キリン　氷結　無糖レモン　Ａｌｃ．４％　３５０ｍｌ,3007,73,2934,4790,-1856,1856,23668,,,
updated,,decrease,decrease,29606,91,91,211235,211235,　ＩＢ　強炭酸水５００ｍｌＰＥＴ,389,24,365,2165,-1800,1800,29454,,,
updated,,decrease,decrease,33624,91,91,141019,141019,◎アサヒ　スーパードライ　大瓶６３３ｍｌ,5785,383,5402,7149,-1747,1747,33456,,,
updated,,decrease,decrease,40586,91,91,147271,147271,　サントリー　金麦　ザ・ラガー３５０ｍｌ,3144,0,3144,4824,-1680,1680,40296,,,
updated,,decrease,decrease,35628,91,91,142368,142368,　キリン　一番搾り　糖質ゼロ３５０ｍｌ,2981,2,2979,4630,-1651,1651,35449,,,
updated,,decrease,decrease,37393,91,91,143004,143004,◎キリン麒麟淡麗＜生＞３５０ｍｌ,9816,1,9815,11399,-1584,1584,37146,,,
updated,,decrease,decrease,38942,91,91,143244,143244,　サントリー　プレミアムモルツ３５０ｍｌ,2048,1,2047,3551,-1504,1504,38680,,,
updated,,decrease,decrease,35629,91,91,142404,142404,　サントリー　パーフェクトサントリービール３５０ｍｌ,5424,0,5424,6864,-1440,1440,35450|51278,,,
updated,,decrease,decrease,38963,91,91,145060,145060,　アサヒ　スタイルフリー　トリプルゼロ３５０ｍｌ,5232,0,5232,6672,-1440,1440,38700,,,
updated,,decrease,decrease,50466,91,91,184145,184145,　サントリー　金麦５００ｍｌ,1863,1,1862,3263,-1401,1401,50023,,,
updated,,decrease,decrease,37386,91,91,142859,142859,　キリン　グッドエール３５０ｍｌ,1584,0,1584,2952,-1368,1368,37141|51032,,,
updated,,decrease,decrease,40578,91,91,147043,147043,　アサヒ　スタイルフリー３５０ｍｌ,6912,1,6911,8255,-1344,1344,40288,,,
updated,,decrease,decrease,23723,91,91,185522,185522,　キリン　氷結　無糖レモン　Ａｌｃ．７％　３５０ｍｌ,3288,13,3275,4547,-1272,1272,23666,,,
updated,,decrease,decrease,37389,91,91,142908,142908,　アサヒ　新・スーパードライ　生ジョッキ缶３４０ｍｌ,3192,0,3192,4320,-1128,1128,37144,,,
updated,,decrease,decrease,38959,91,91,145018,145018,　キリン　淡麗プラチナダブル５００ｍｌ,4464,0,4464,5568,-1104,1104,38696,,,
created,,increase,create,23792,91,91,470000,470000,　部システム４７０（化粧箱）,1048,0,1048,0,1048,1048,55910,327,Z-0-0,z00_fallback
updated,,decrease,decrease,37395,91,91,143007,143007,◎キリン麒麟淡麗＜生＞５００ｍｌ,3090,2,3088,4102,-1014,1014,37148,,,
updated,,decrease,decrease,40585,91,91,147253,147253,　サッポロ　ＧＯＬＤ　ＳＴＡＲ　ゴールドスター３５０ｍｌ,4944,0,4944,5904,-960,960,40295,,,
updated,,decrease,decrease,38969,91,91,147004,147004,　キリン　麒麟淡麗グリーンラベル５００ｍｌ,3840,0,3840,4728,-888,888,38704,,,
updated,,decrease,decrease,38956,91,91,145014,145014,　サッポロ　極ＺＥＲＯ３５０ｍｌ,2928,0,2928,3720,-792,792,38693,,,
updated,,increase,update,48189,91,91,121183,121183,　３５°ホワイトリカー　果実酒用１．８Ｌ　紙パック,780,0,780,12,768,768,47782,360,AD-1-99H,existing_initial_lot
updated,,decrease,decrease,37413,91,91,143085,143085,　サッポロ　エビス３５０ｍｌ,1086,0,1086,1824,-738,738,37166,,,
updated,,decrease,decrease,21765,91,91,184658,184658,　キリン　氷結　レモン３５０ｍｌ,3756,61,3695,4377,-682,682,21739,,,
updated,,decrease,decrease,52144,91,91,146213,146213,　ソーンブリッジ　ブリスポイント　缶　４４０ｍｌ,-62,0,0,658,-658,658,53410,,,
updated,,decrease,decrease,51489,91,91,147066,147066,　きらやか麦３５０ｍｌ,13169,0,13169,13824,-655,655,55077,,,
updated,,decrease,decrease,21733,91,91,184391,184391,　タカラ　カンチューハイ　レモン３５０ｍｌ,750,24,726,1374,-648,648,21709,,,
created,,increase,create,23795,91,91,471010,471010,　一本義　７２０ｍｌ　共通カートン１枚,645,0,645,0,645,645,55911,11,ZZ-1,item_default_location
updated,,decrease,decrease,37408,91,91,143060,143060,◎キリン　一番搾り５００ｍｌ,3886,0,3886,4511,-625,625,37161,,,
updated,,decrease,decrease,35627,91,91,142330,142330,　アサヒ　スーパードライ　ドライクリスタル３５０ｍｌ,2304,0,2304,2928,-624,624,35448,,,
updated,,decrease,decrease,35626,91,91,142102,142102,　アサヒ　アサヒ　生ビール３５０ｍｌ,2544,1,2543,3143,-600,600,35447,,,
updated,,decrease,decrease,37406,91,91,143037,143037,◎キリンラガー５００ｍｌ,1157,0,1157,1728,-571,571,37159,,,
updated,,decrease,decrease,27517,91,91,210586,210586,　ミツウロコ　四季の恵み　天然水２Ｌ,4498,0,4498,5062,-564,564,27388,,,
updated,,decrease,decrease,33627,91,91,141027,141027,◎キリン　ラガー　大瓶６３３ｍｌ,1508,0,1508,2000,-492,492,33459,,,
updated,,decrease,decrease,25680,91,91,210245,210245,　わかさ瓜割の水５００ｍｌ,2070,27,2043,2523,-480,480,25565,,,
updated,,decrease,decrease,40582,91,91,147198,147198,　アサヒ　クリアアサヒ　贅沢ゼロ３５０ｍｌ,4152,0,4152,4632,-480,480,40292,,,
updated,,decrease,decrease,52143,91,91,146212,146212,　ブリュードッグ　ベビーヘイジーＩＰＡ　３３０ｍｌ,-480,0,0,480,-480,480,53409,,,
updated,,decrease,decrease,52147,91,91,146216,146216,　ミッケラー　スペースレース　缶　３３０ｍｌ,-480,0,0,480,-480,480,53413,,,
created,,increase,create,23797,91,91,471014,471014,　永平寺白龍　７２０ｍｌ共通カートン１枚,454,0,454,0,454,454,55912,11,ZZ-1,item_default_location
updated,,decrease,decrease,50338,91,91,122279,122279,○２５°いいちこ（麦）パック１．８Ｌ,546,1,545,985,-440,440,49911,,,
updated,,decrease,decrease,37428,91,91,143142,143142,　アサヒスーパードライ　生樽１９Ｌ,666,72,594,1032,-438,438,37178,,,
updated,,decrease,decrease,35600,91,91,112103,112103,　黒龍　吟醸　いっちょらい３００ｍｌ,-237,24,0,401,-401,401,51389,,,
updated,,decrease,decrease,40583,91,91,147204,147204,　きらやか麦　糖質７０％オフ３５０ｍｌ,2448,0,2448,2832,-384,384,40293,,,
updated,,decrease,decrease,33628,91,91,141028,141028,◎キリン　ラガー　中瓶５００ｍｌ,2414,82,2332,2712,-380,380,33460,,,
updated,,decrease,decrease,33644,91,91,141077,141077,　サッポロ　ラガー　中瓶５００ｍｌ,2121,68,2053,2423,-370,370,33476,,,
updated,,decrease,decrease,31650,91,91,211645,211645,　神戸居留地　ソーダ１９０ｍｌ,2201,0,2201,2561,-360,360,31488,,,
updated,,decrease,decrease,52145,91,91,146214,146214,　ツァラ　ケルンスタイルビール　缶　３３０ｍｌ,-360,0,0,360,-360,360,53411,,,
updated,,decrease,decrease,50462,91,91,184099,184099,　タカラ　カンチューハイ　レモン　２５０ｍｌ,522,0,522,858,-336,336,50019,,,
created,,increase,create,23800,91,91,471028,471028,　梵　７２０ｍｌ　共通カートン１枚,334,0,334,0,334,334,55913,11,ZZ-1,item_default_location
updated,,decrease,decrease,37427,91,91,143141,143141,　アサヒ　スーパードライ　生樽１０Ｌ,324,41,283,560,-277,277,37177|55068,,,
updated,,decrease,decrease,33630,91,91,141036,141036,◎キリン　一番搾り　大瓶６３３ｍｌ,867,8,859,1119,-260,260,33462,,,
updated,,decrease,decrease,42421,91,91,114018,114018,◎白鶴まる　パック２Ｌ,299,0,299,547,-248,248,42112,,,
updated,,decrease,decrease,33646,91,91,141080,141080,　サッポロ　ラガー　大瓶６３３ｍｌ,1169,2,1167,1404,-237,237,33478,,,
updated,,decrease,decrease,33640,91,91,141049,141049,◎サッポロ　黒ラベル　中瓶５００ｍｌ,2202,49,2153,2383,-230,230,33472,,,
updated,,decrease,decrease,33639,91,91,141048,141048,◎サッポロ　黒ラベル　大瓶６３３ｍｌ,873,10,863,1092,-229,229,33471,,,
updated,,decrease,decrease,37491,91,91,215435,215435,　エクシードＮＥＯ　烏龍茶２Ｌ,3169,50,3119,3306,-187,187,37238,,,
updated,,increase,update,21793,91,91,185196,185196,　サントリー　こだわり酒場のレモンサワー５００ｍｌ,202,0,202,28,174,174,21767,1342,G-02-204,existing_initial_lot
created,,increase,create,42461,91,91,150000,150000,部部システム１５０　分類,152,0,152,0,152,152,55914,11,ZZ-1,item_default_location
updated,,decrease,decrease,33626,91,91,141026,141026,○キリン　クラシックラガー　大瓶６３３ｍｌ,886,80,806,954,-148,148,33458,,,
updated,,increase,update,50477,91,91,184251,184251,　タカラ　焼酎ハイボール　レモン　５００ｍｌ,208,12,196,48,148,148,50034,2743,G-02-202,existing_initial_lot
updated,,decrease,decrease,48213,91,91,122059,122059,　２５°二階堂　瓶９００ｍｌ（麦）,1249,4,1245,1387,-142,142,47805,,,
updated,,decrease,decrease,33631,91,91,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,4894,80,4814,4954,-140,140,33463,,,
updated,,decrease,decrease,37493,91,91,215438,215438,　エクシードＮＥＯ　緑茶５００ｍｌ,6840,4,6836,6975,-139,139,37240,,,
created,,increase,create,46251,91,91,251094,251094,　アサヒ　スタイルバランス　無糖レモンサワー２００ｍｌ,139,0,139,0,139,139,55915,11,ZZ-1,item_default_location
updated,,decrease,decrease,50501,91,91,287777,287777,　カイリューのやさしいうすしおポテト５０ｇ,4572,500,4072,4204,-132,132,50056|52457,,,
updated,,decrease,decrease,48347,91,91,181040,181040,○宝　本みりん　カジュアルボトル１．８Ｌ,264,11,253,379,-126,126,47923,,,
updated,,decrease,decrease,33642,91,91,141060,141060,　キリン　クラシックラガー　中瓶５００ｍｌ,192,6,186,306,-120,120,33474|51030,,,
updated,,decrease,decrease,52146,91,91,146215,146215,　オーラ　ドゥ１２　インペリアルスタウト　３３０ｍｌ,-120,0,0,120,-120,120,53412,,,
updated,,decrease,decrease,48183,91,91,121164,121164,　２５°メルシャン大喜利ペット４Ｌ,137,2,135,246,-111,111,47776,,,
updated,,decrease,decrease,37492,91,91,215436,215436,　エクシードＮＥＯ　緑茶２Ｌ,1854,12,1842,1950,-108,108,37239,,,
updated,,decrease,decrease,52158,91,91,119640,119640,　福千歳　ＴＨＥ　ＢＲＥＷ　ＳＡＫＥ　７２０ｍｌ,0,0,0,108,-108,108,53442,,,
updated,,increase,update,21792,91,91,185195,185195,　サントリー　こだわり酒場のレモンサワー３５０ｍｌ,107,0,107,0,107,107,21766,1255,F-07-205,existing_initial_lot
created,,increase,create,50476,91,91,184242,184242,　サントリー　角ハイボール缶　３５０ｍｌ,160,45,115,15,100,100,55916,740,E-01-101,existing_lot_location
updated,,decrease,decrease,50314,91,91,122158,122158,　２５°二階堂　吉四六　瓶７２０ｍｌ　（麦）,1629,23,1606,1703,-97,97,49889,,,
updated,,increase,update,29632,91,91,211407,211407,　サンガリア　伊賀の天然水　強炭酸水５００ｍｌＰＥＴ,713,5,708,612,96,96,29480,2428,L-11-101,existing_initial_lot
created,,increase,create,31687,91,91,211914,211914,　サントリー　天然水スパークリング５００ｍｌ,96,0,96,0,96,96,55917,327,Z-0-0,z00_fallback
updated,,decrease,decrease,23607,91,91,122998,122998,　２５°つるつるいっぱい２Ｌ（麦）パック,143,0,143,233,-90,90,23562,,,
updated,,decrease,decrease,29610,91,91,211260,211260,　サントリー　オールフリー３３４ｍｌ小瓶,1393,0,1393,1483,-90,90,29458,,,
updated,,decrease,decrease,50488,91,91,286448,286448,　オーストラリア産　牛タンスライス３２０ｇ,135,0,135,225,-90,90,51583,,,
updated,,increase,update,31658,91,91,211689,211689,　サントリー　のんある酒場　レモンサワー　ノンアルコール３５０ｍｌ,87,0,87,0,87,87,31496,1286,G-01-106,existing_initial_lot
created,,increase,create,33621,91,91,140000,140000,"部システム １４０   分類",76,0,76,0,76,76,55918,327,Z-0-0,z00_fallback
updated,,increase,update,29611,91,91,211264,211264,　ウィルキンソン　タンサン５００ｍｌＰＥＴ,1145,79,1066,994,72,72,29459,2466,L-20-104,existing_initial_lot
created,,increase,create,51498,91,91,212123,212123,　大塚　ポカリスエット　イオンウォーター５００ｍｌ,72,0,72,0,72,72,55919,2495,Q-00-000,item_default_location
created,,increase,create,51565,91,91,210608,210608,　明治　明治フルーツ２２０ｍｌ,72,0,72,0,72,72,55920,327,Z-0-0,z00_fallback
created,,increase,create,21797,91,91,340000,340000,　ハリカ金額管理ギフト（仕入用）,71,0,71,0,71,71,55921,11,ZZ-1,item_default_location
updated,,decrease,decrease,35565,91,91,111116,111116,　松竹梅　上撰１．８Ｌ,127,8,119,187,-68,68,35389,,,
updated,,decrease,decrease,42519,91,91,171174,171174,　アサヒ　ブラックニッカクリアブレンドハイボール樽詰１０Ｌ,214,9,205,272,-67,67,42191,,,
updated,,decrease,decrease,50339,91,91,122280,122280,○２０°いいちこ（麦）パック１．８Ｌ,247,6,241,305,-64,64,49912,,,
updated,,increase,update,35602,91,91,112115,112115,　一本義　生貯蔵酒３００ｍｌ,756,102,654,591,63,63,35423,712,D-06-105,existing_initial_lot
updated,,decrease,decrease,35606,91,91,141238,141238,　越の磯　越前そばエール３３０ｍｌ,63,20,43,106,-63,63,35427,,,
created,,increase,create,52058,91,91,212069,212069,　カゴメ　野菜生活１００　１９０ｇ,62,0,62,0,62,62,55922,327,Z-0-0,z00_fallback
updated,,decrease,decrease,35727,91,91,215070,215070,　神戸茶房　烏龍茶１８５ｇ,857,0,857,917,-60,60,35529,,,
created,,increase,create,38998,91,91,160000,160000,"部システム １６０ ",60,0,60,0,60,60,55923,327,Z-0-0,z00_fallback
created,,increase,create,42431,91,91,114150,114150,　白鶴　上撰　サケカップ２００ｍｌ,60,0,60,0,60,60,55924,11,ZZ-1,item_default_location
created,,increase,create,50386,91,91,153336,153336,　フォルタン　カベルネソービニヨン　１８７ｍｌ,58,0,58,0,58,58,55925,11,ZZ-1,item_default_location
created,,increase,create,38913,91,91,112651,112651,　一乃谷金印カップ１８０ｍｌ,57,0,57,0,57,57,55926,11,ZZ-1,item_default_location
updated,,decrease,decrease,21611,91,91,122563,122563,　２５°浪漫の大地（こめ）１．８Ｌパック,6,0,6,60,-54,54,21611,,,
updated,,decrease,decrease,25503,91,91,123247,123247,　２５°なごみ香１．８Ｌ（麦）,174,0,174,228,-54,54,25424,,,
updated,,decrease,decrease,42442,91,91,116005,116005,　清酒正宗鬼ころしパック３Ｌ,47,0,47,100,-53,53,42130,,,
created,,increase,create,35561,91,91,111056,111056,○月桂冠上撰　キャップエース１８０ｍｌ,52,0,52,0,52,52,55927,11,ZZ-1,item_default_location
updated,,increase,update,23750,91,91,210009,210009,　カルピス　カルピスウォーター５００ｍｌペット　,314,4,310,260,50,50,23691,1589,H-01-103,existing_initial_lot
updated,,increase,update,27580,91,91,211083,211083,　ウィルキンソン　トニック５００ｍｌＰＥＴ,227,0,227,177,50,50,27445,672,D-01-204,existing_initial_lot
updated,,increase,update,33712,91,91,213033,213033,　サントリー　なっちゃん　オレンジ４２５ｍｌペット,135,0,135,85,50,50,33538,2767,G-08-202,existing_initial_lot
updated,,decrease,decrease,48207,91,91,122049,122049,○２５°いいちこ（麦）瓶１．８Ｌ,223,5,218,266,-48,48,47799,,,
created,,increase,create,23592,91,91,122887,122887,　２５°本格芋焼酎　伊七郎７２０ｍｌ,45,0,45,0,45,45,55928,11,ZZ-1,item_default_location
created,,increase,create,40545,91,91,112975,112975,　小浜酒造純米酒わかさ３００ｍｌ,45,0,45,0,45,45,55929,11,ZZ-1,item_default_location
created,,increase,create,50395,91,91,153498,153498,　フォルタン　シャルドネ　１８７ｍｌ,45,0,45,0,45,45,55930,11,ZZ-1,item_default_location
updated,,decrease,decrease,33629,91,91,141033,141033,　越前福井浪漫麦酒　ピルスナー　３３０ｍｌ,100,50,50,94,-44,44,33461,,,
created,,increase,create,23799,91,91,471017,471017,　福千歳　７２０ｍｌ　共通カートン１枚,42,0,42,0,42,42,55931,11,ZZ-1,item_default_location
created,,increase,create,27520,91,91,210594,210594,　サントリー　ゼロッパ　５００ｍｌ,66,0,66,24,42,42,55932,11,ZZ-1,existing_lot_location
created,,increase,create,46089,91,91,120000,120000,"部システム １２０ ",41,0,41,0,41,41,55933,327,Z-0-0,z00_fallback
created,,increase,create,23798,91,91,471015,471015,　永平寺白龍　１．８Ｌ　１本　共通カートン１枚,40,0,40,0,40,40,55934,327,Z-0-0,z00_fallback
created,,increase,create,23804,91,91,471100,471100,　一本義二本用箱,40,0,40,0,40,40,55935,11,ZZ-1,item_default_location
updated,,decrease,decrease,33645,91,91,141078,141078,　サントリープレミアムモルツ　中瓶５００ｍｌ,173,0,173,213,-40,40,33477,,,
updated,,decrease,decrease,38903,91,91,112597,112597,　黒龍　純吟　いっちょらい７２０ｍｌ,-29,0,0,40,-40,40,51394,,,
updated,,decrease,decrease,51514,91,91,221797,221797,　早崎商店　オーロラ印の味付たら　№３００４０ｇ,-40,0,0,40,-40,40,51291,,,
created,,increase,create,23803,91,91,471099,471099,　一本義一本用箱,39,0,39,0,39,39,55936,327,Z-0-0,z00_fallback
created,,increase,create,33652,91,91,157241,157241,　サンタヘレナ　アルパカ　シャルドネセミヨン　７５０ｍｌ,39,0,39,0,39,39,55937,11,ZZ-1,item_default_location
created,,increase,create,35669,91,91,158022,158022,　フォルタン　シャルドネ　３７５ｍｌ,38,0,38,0,38,38,55938,11,ZZ-1,item_default_location
updated,,decrease,decrease,48348,91,91,181053,181053,　宝　料理のための清酒パック　１．８Ｌ,135,0,135,173,-38,38,47924,,,
created,,increase,create,23801,91,91,471042,471042,　真名鶴　７２０ｍｌ共通カートン１枚,36,0,36,0,36,36,55939,11,ZZ-1,item_default_location
updated,,decrease,decrease,38884,91,91,112506,112506,　黒龍　九頭龍　逸品１．８Ｌ,-87,6,0,36,-36,36,51392,,,
updated,,decrease,decrease,38961,91,91,145022,145022,　サントリー　プレミアムモルツ　樽２０Ｌ,138,0,138,174,-36,36,38698,,,
created,,increase,create,44258,91,91,119403,119403,　北の庄　純米酒　カップ１８０ｍｌ,36,0,36,0,36,36,55940,11,ZZ-1,item_default_location
updated,,decrease,decrease,44390,91,91,246754,246754,　大阪ふくちぁん　スタミナ餃子　３６個６４８ｇ,24,0,24,60,-36,36,44021,,,
created,,increase,create,23802,91,91,471046,471046,　黒龍　ギフトボックス７２０ｍｌ　１枚,35,0,35,0,35,35,55941,327,Z-0-0,z00_fallback
updated,,increase,update,40542,91,91,112956,112956,　一本義　辛口純米酒１．８Ｌ,65,25,40,5,35,35,40259,710,D-06-102,existing_initial_lot
created,,increase,create,31691,91,91,211977,211977,　サントリー　おうちドリンクバー　ペプシコーラ３４０ｍｌ,34,0,34,0,34,34,55942,11,ZZ-1,item_default_location
updated,,decrease,decrease,42429,91,91,114127,114127,　松竹梅天（てん）パック３Ｌ,8,0,8,42,-34,34,42119,,,
created,,increase,create,46256,91,91,260000,260000,"部システム ２６０ ",34,0,34,0,34,34,55943,327,Z-0-0,z00_fallback
updated,,decrease,decrease,27409,91,91,123874,123874,　２５°本格芋焼酎　さつま響ペット５Ｌ（芋）,5,0,5,38,-33,33,27293,,,
created,,increase,create,31618,91,91,157025,157025,　サンタヘレナ　アルパカ　カベルネメルロ　７５０ｍｌ,31,0,31,0,31,31,55944,11,ZZ-1,item_default_location
updated,,decrease,decrease,40532,91,91,112838,112838,　花垣純米　超辛口７２０ｍｌ,16,9,7,38,-31,31,40250|52200|52193,,,
created,,increase,create,25548,91,91,123478,123478,　２５°薩摩一７２０ｍｌ（芋）,30,0,30,0,30,30,55945,11,ZZ-1,item_default_location
updated,,decrease,decrease,29625,91,91,211339,211339,　アサヒドライゼロ３３４ｍｌ小瓶,4606,102,4504,4534,-30,30,29473,,,
created,,increase,create,35571,91,91,111209,111209,　白鶴まる辛口カップ２００ｍｌ,30,0,30,0,30,30,55946,11,ZZ-1,item_default_location
updated,,decrease,decrease,35573,91,91,111239,111239,　富久娘上撰１．８Ｌ,107,0,107,137,-30,30,35395|52238,,,
